Time,Header.seq,Header.stamp.secs,Header.stamp.nsecs,Header.frame_id,Latitude,Longitude,HDOP,Altitude,UTM_easting,UTM_northing,Fixed_quality,UTC,Zone,Letter
1677431405.6489427,0,79803,79803,GPS1_Frame,42.31495660166667,-71.08865809833333,0.62,37.554,327874.2767459337,4686859.021305897,4,22 Hours 10 Minutes 03.00 Seconds,19,T
1677431406.6598547,0,79804,79804,GPS1_Frame,42.314956736666666,-71.08865825166666,0.56,37.505,327874.26447729534,4686859.036606822,4,22 Hours 10 Minutes 04.00 Seconds,19,T
1677431407.657298,0,79805,79805,GPS1_Frame,42.31495533833333,-71.08865919,0.62,37.509,327874.18333397247,4686858.883231717,4,22 Hours 10 Minutes 05.00 Seconds,19,T
1677431408.652608,0,79806,79806,GPS1_Frame,42.31495373833333,-71.08866259999999,0.64,37.527,327873.8979428911,4686858.712464334,4,22 Hours 10 Minutes 06.00 Seconds,19,T
1677431409.6450627,0,79807,79807,GPS1_Frame,42.31494977833333,-71.08866528,0.62,37.522,327873.6662793464,4686858.278160746,4,22 Hours 10 Minutes 07.00 Seconds,19,T
1677431410.6606617,0,79808,79808,GPS1_Frame,42.31494621666668,-71.08866760166667,0.64,37.557,327873.46523315564,4686857.887363843,4,22 Hours 10 Minutes 08.00 Seconds,19,T
1677431411.6593223,0,79809,79809,GPS1_Frame,42.314942599999995,-71.08867006833334,0.62,37.579,327873.2520870799,4686857.490753026,4,22 Hours 10 Minutes 09.00 Seconds,19,T
1677431412.6450257,0,79810,79810,GPS1_Frame,42.314939341666665,-71.08867265666666,0.64,37.572,327873.0298909695,4686857.134178449,4,22 Hours 10 Minutes 10.00 Seconds,19,T
1677431413.6478922,0,79811,79811,GPS1_Frame,42.314935944999995,-71.08867568333334,0.64,37.519,327872.77119323495,4686856.763130001,4,22 Hours 10 Minutes 11.00 Seconds,19,T
1677431414.6530309,0,79812,79812,GPS1_Frame,42.314932193333334,-71.08867727333333,0.62,37.555,327872.62992796407,4686856.349754669,4,22 Hours 10 Minutes 12.00 Seconds,19,T
1677431415.642288,0,79813,79813,GPS1_Frame,42.31492813500001,-71.088679655,0.62,37.589,327872.42258279736,4686855.903928334,4,22 Hours 10 Minutes 13.00 Seconds,19,T
1677431416.6464896,0,79814,79814,GPS1_Frame,42.31492453833333,-71.088682045,0.62,37.614,327872.2158094838,4686855.509383258,4,22 Hours 10 Minutes 14.00 Seconds,19,T
1677431417.6466997,0,79815,79815,GPS1_Frame,42.31492102666666,-71.08868430166667,0.62,37.605,327872.02025632036,4686855.124006966,4,22 Hours 10 Minutes 15.00 Seconds,19,T
1677431418.639078,0,79816,79816,GPS1_Frame,42.31491646166666,-71.088687035,0.64,37.656,327871.78254774923,4686854.622630943,4,22 Hours 10 Minutes 16.00 Seconds,19,T
1677431419.6429267,0,79817,79817,GPS1_Frame,42.31491231166667,-71.088689935,0.64,37.695,327871.53223503684,4686854.1676745955,4,22 Hours 10 Minutes 17.00 Seconds,19,T
1677431420.6429374,0,79818,79818,GPS1_Frame,42.31490845666667,-71.088692925,0.64,37.695,327871.275309371,4686853.745657758,4,22 Hours 10 Minutes 18.00 Seconds,19,T
1677431421.638142,0,79819,79819,GPS1_Frame,42.314904636666675,-71.08869562,0.64,37.716,327871.04279100866,4686853.326930483,4,22 Hours 10 Minutes 19.00 Seconds,19,T
1677431422.648742,0,79820,79820,GPS1_Frame,42.31490117,-71.08869888,0.64,37.74,327870.7646724348,4686852.948581299,4,22 Hours 10 Minutes 20.00 Seconds,19,T
1677431423.6428833,0,79821,79821,GPS1_Frame,42.31489738166667,-71.088701925,0.62,37.715,327870.50339570857,4686852.5340785775,4,22 Hours 10 Minutes 21.00 Seconds,19,T
1677431424.6399872,0,79822,79822,GPS1_Frame,42.314893686666665,-71.08870418,0.62,37.751,327870.30747990205,4686852.128341258,4,22 Hours 10 Minutes 22.00 Seconds,19,T
1677431425.639175,0,79823,79823,GPS1_Frame,42.31488998,-71.0887081,0.62,37.741,327869.97431415255,4686851.7246775,4,22 Hours 10 Minutes 23.00 Seconds,19,T
1677431426.6443572,0,79824,79824,GPS1_Frame,42.31488591166667,-71.08871092333334,0.56,37.747,327869.73054223345,4686851.278634514,4,22 Hours 10 Minutes 24.00 Seconds,19,T
1677431427.6475248,0,79825,79825,GPS1_Frame,42.31488232666667,-71.08871313833333,0.56,37.772,327869.53822278394,4686850.885030896,4,22 Hours 10 Minutes 25.00 Seconds,19,T
1677431428.6612825,0,79826,79826,GPS1_Frame,42.314879375,-71.08871675,0.56,37.766,327869.23252611025,4686850.564579984,4,22 Hours 10 Minutes 26.00 Seconds,19,T
1677431429.647433,0,79827,79827,GPS1_Frame,42.31487569833333,-71.08871906166668,0.56,37.754,327869.03199007653,4686850.160993129,4,22 Hours 10 Minutes 27.00 Seconds,19,T
1677431430.6432993,0,79828,79828,GPS1_Frame,42.314871785,-71.08872255,0.56,37.815,327868.7338357951,4686849.733507288,4,22 Hours 10 Minutes 28.00 Seconds,19,T
1677431431.647549,0,79829,79829,GPS1_Frame,42.314868313333335,-71.08872630166667,0.56,37.793,327868.41518345464,4686849.355597854,4,22 Hours 10 Minutes 29.00 Seconds,19,T
1677431432.6539757,0,79830,79830,GPS1_Frame,42.31486376333334,-71.088729075,0.56,37.778,327868.1742188217,4686848.855968512,4,22 Hours 10 Minutes 30.00 Seconds,19,T
1677431433.6375816,0,79831,79831,GPS1_Frame,42.314859254999995,-71.08873244,0.56,37.779,327867.8846065404,4686848.36216315,4,22 Hours 10 Minutes 31.00 Seconds,19,T
1677431434.6423903,0,79832,79832,GPS1_Frame,42.31485572666667,-71.088734555,0.56,37.771,327867.7006827458,4686847.974649613,4,22 Hours 10 Minutes 32.00 Seconds,19,T
1677431435.6380439,0,79833,79833,GPS1_Frame,42.314853385,-71.08873513833333,0.57,37.781,327867.6462240007,4686847.715806623,4,22 Hours 10 Minutes 33.00 Seconds,19,T
1677431436.6480298,0,79834,79834,GPS1_Frame,42.31485018,-71.088738725,0.56,37.754,327867.3418967578,4686847.36717456,4,22 Hours 10 Minutes 34.00 Seconds,19,T
1677431437.6453567,0,79835,79835,GPS1_Frame,42.314846746666674,-71.08874157833334,0.56,37.752,327867.0973834029,4686846.991704034,4,22 Hours 10 Minutes 35.00 Seconds,19,T
1677431438.6664734,0,79836,79836,GPS1_Frame,42.31484277833333,-71.08874392833333,0.53,37.766,327866.8928927794,4686846.555807552,4,22 Hours 10 Minutes 36.00 Seconds,19,T
1677431439.6446605,0,79837,79837,GPS1_Frame,42.31483923833333,-71.088742155,0.53,37.738,327867.0293876447,4686846.159130554,4,22 Hours 10 Minutes 37.00 Seconds,19,T
1677431440.6585932,0,79838,79838,GPS1_Frame,42.31483804166666,-71.08874041333334,0.53,37.704,327867.1696616326,4686846.022726058,4,22 Hours 10 Minutes 38.00 Seconds,19,T
1677431441.650376,0,79839,79839,GPS1_Frame,42.314836265000004,-71.08873841666667,0.53,37.733,327867.32936972287,4686845.821401219,4,22 Hours 10 Minutes 39.00 Seconds,19,T
1677431442.6455104,0,79840,79840,GPS1_Frame,42.31483386666667,-71.088733355,0.53,37.757,327867.7399798444,4686845.54484331,4,22 Hours 10 Minutes 40.00 Seconds,19,T
1677431443.6476536,0,79841,79841,GPS1_Frame,42.314831925,-71.08872976333333,0.53,37.706,327868.03068741085,4686845.32196911,4,22 Hours 10 Minutes 41.00 Seconds,19,T
1677431444.6597314,0,79842,79842,GPS1_Frame,42.31482914666667,-71.08872472333334,0.53,37.699,327868.4384759392,4686845.003259125,4,22 Hours 10 Minutes 42.00 Seconds,19,T
1677431445.6535175,0,79843,79843,GPS1_Frame,42.314826758333325,-71.08871942166667,0.53,37.692,327868.86889262433,4686844.727326073,4,22 Hours 10 Minutes 43.00 Seconds,19,T
1677431446.6508272,0,79844,79844,GPS1_Frame,42.31482396166666,-71.08871458499999,0.53,37.695,327869.25987385795,4686844.406991806,4,22 Hours 10 Minutes 44.00 Seconds,19,T
1677431447.6494057,0,79845,79845,GPS1_Frame,42.31482167000001,-71.08870905833334,0.53,37.676,327869.7090971648,4686844.141337591,4,22 Hours 10 Minutes 45.00 Seconds,19,T
1677431448.644835,0,79846,79846,GPS1_Frame,42.314819435,-71.08870267,0.53,37.735,327870.229487854,4686843.880232247,4,22 Hours 10 Minutes 46.00 Seconds,19,T
1677431449.6499214,0,79847,79847,GPS1_Frame,42.314817325,-71.08869668166668,0.53,37.75,327870.71725402365,4686843.63381657,4,22 Hours 10 Minutes 47.00 Seconds,19,T
1677431450.655069,0,79848,79848,GPS1_Frame,42.314814330000004,-71.088691155,0.53,37.766,327871.16455991106,4686843.290062911,4,22 Hours 10 Minutes 48.00 Seconds,19,T
1677431451.6485038,0,79849,79849,GPS1_Frame,42.314811498333334,-71.08868573833334,0.53,37.765,327871.60324566823,4686842.964668717,4,22 Hours 10 Minutes 49.00 Seconds,19,T
1677431452.6452537,0,79850,79850,GPS1_Frame,42.31480922000001,-71.08868070166666,0.53,37.729,327872.01212294423,4686842.7014866965,4,22 Hours 10 Minutes 50.00 Seconds,19,T
1677431453.6449502,0,79851,79851,GPS1_Frame,42.31480714333334,-71.08867497666667,0.55,37.735,327872.47827793704,4686842.459305382,4,22 Hours 10 Minutes 51.00 Seconds,19,T
1677431454.646125,0,79852,79852,GPS1_Frame,42.31480550833333,-71.08867035333333,0.55,37.754,327872.85484499746,4686842.268396777,4,22 Hours 10 Minutes 52.00 Seconds,19,T
1677431455.6425767,0,79853,79853,GPS1_Frame,42.31480368999999,-71.08866615833334,0.54,37.758,327873.19561184786,4686842.057997187,4,22 Hours 10 Minutes 53.00 Seconds,19,T
1677431456.651955,0,79854,79854,GPS1_Frame,42.31480171,-71.08866200166668,0.54,37.767,327873.5327787885,4686841.82972339,4,22 Hours 10 Minutes 54.00 Seconds,19,T
1677431457.639516,0,79855,79855,GPS1_Frame,42.31480008166667,-71.08865726333333,0.54,37.771,327873.9188416238,4686841.639322434,4,22 Hours 10 Minutes 55.00 Seconds,19,T
1677431458.637189,0,79856,79856,GPS1_Frame,42.314798030000006,-71.08865173333334,0.54,37.764,327874.36899429606,4686841.400311863,4,22 Hours 10 Minutes 56.00 Seconds,19,T
1677431459.642244,0,79857,79857,GPS1_Frame,42.31479591166667,-71.08864642166667,0.54,37.772,327874.8009716521,4686841.154340296,4,22 Hours 10 Minutes 57.00 Seconds,19,T
1677431460.6529667,0,79858,79858,GPS1_Frame,42.31479305333334,-71.08864057666666,0.54,37.751,327875.27488541615,4686840.825118536,4,22 Hours 10 Minutes 58.00 Seconds,19,T
1677431461.6446412,0,79859,79859,GPS1_Frame,42.31479103333333,-71.08863442833334,0.54,37.709,327875.77608347044,4686840.588373261,4,22 Hours 10 Minutes 59.00 Seconds,19,T
1677431462.6472936,0,79860,79860,GPS1_Frame,42.314788645,-71.08862799333333,0.53,37.678,327876.29990256974,4686840.310147518,4,22 Hours 11 Minutes 00.00 Seconds,19,T
1677431463.6448944,0,79861,79861,GPS1_Frame,42.31478584666667,-71.08862145166667,0.57,37.689,327876.831394713,4686839.9861787725,4,22 Hours 11 Minutes 01.00 Seconds,19,T
